study,scenario_id,p,n1,n2,n1_over_n2,family,rho0,rho_alt,design,alternative,innovation,method,alpha,B,R,rejection_rate,mean_p_value,mean_statistic,median_statistic,mean_elapsed_sec,MCSE
study_power_target_eq05,eq05_power_target_200_120_150_0p7,200,120,150,0.8,equicorrelation,0.5,0.7,equicorrelation_target_power_rho0p5,alternative,gaussian,Wang-NR,0.05,0,500,0.498,0.1542538498293864,1606.3257769710438,1233.7348386581116,0.004102605198975652,0.02236050088884415
study_power_target_eq05,eq05_power_target_200_120_150_0p8,200,120,150,0.8,equicorrelation,0.5,0.8,equicorrelation_target_power_rho0p5,alternative,gaussian,Li-Chen,0.05,0,500,0.84,0.05842898516738776,5.883547653356885,5.427917345723271,0.0013973572000395506,0.01639512122553536
study_power_target_eq05,eq05_power_target_200_120_150_0p8,200,120,150,0.8,equicorrelation,0.5,0.8,equicorrelation_target_power_rho0p5,alternative,gaussian,Max-bootstrap,0.05,500,500,0.868,0.025688,4.867497726345532,4.81252199981955,0.39856625139981045,0.01513776733867977
study_power_target_eq05,eq05_power_target_200_120_150_0p8,200,120,150,0.8,equicorrelation,0.5,0.8,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-C(0.3),0.05,500,500,0.864,0.029335999999999997,2.3941979561415168,2.2933036801997533,0.434382465600851,0.01532997064576446
study_power_target_eq05,eq05_power_target_200_120_150_0p8,200,120,150,0.8,equicorrelation,0.5,0.8,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-C(0.5),0.05,500,500,0.848,0.032299999999999995,4.344434949648366,4.110476604404549,0.4345651927988511,0.01605590234150669
study_power_target_eq05,eq05_power_target_200_120_150_0p8,200,120,150,0.8,equicorrelation,0.5,0.8,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-C(0.7),0.05,500,500,0.84,0.0339,6.4997367823306025,6.197868421865216,0.431221917599556,0.01639512122553536
study_power_target_eq05,eq05_power_target_200_120_150_0p8,200,120,150,0.8,equicorrelation,0.5,0.8,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-I,0.05,500,500,0.776,0.050844,5.2664913707455145,4.898823307475411,0.4306514734004159,0.018645321128905233
study_power_target_eq05,eq05_power_target_200_120_150_0p8,200,120,150,0.8,equicorrelation,0.5,0.8,equicorrelation_target_power_rho0p5,alternative,gaussian,Wang-NR,0.05,0,500,0.764,0.05660942170721385,3489.843543608625,2948.223031251744,0.004294698598678224,0.018989681408596616
study_power_target_eq05,eq05_power_target_200_120_150_0p9,200,120,150,0.8,equicorrelation,0.5,0.9,equicorrelation_target_power_rho0p5,alternative,gaussian,Li-Chen,0.05,0,500,0.942,0.015802932467194573,8.797290823007545,8.404172058507058,0.001391560801770538,0.010453324829928518
study_power_target_eq05,eq05_power_target_200_120_150_0p9,200,120,150,0.8,equicorrelation,0.5,0.9,equicorrelation_target_power_rho0p5,alternative,gaussian,Max-bootstrap,0.05,500,500,0.964,0.006956,5.351309678780385,5.391440219432692,0.3954591419994831,0.008331146379700699
study_power_target_eq05,eq05_power_target_200_120_150_0p9,200,120,150,0.8,equicorrelation,0.5,0.9,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-C(0.3),0.05,500,500,0.97,0.00584,3.1329739062712836,3.052728740063574,0.4287933570011519,0.007628892449104264
study_power_target_eq05,eq05_power_target_200_120_150_0p9,200,120,150,0.8,equicorrelation,0.5,0.9,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-C(0.5),0.05,500,500,0.958,0.007352,6.144011754576401,5.900801583988606,0.42862527739966755,0.00897061870775924
study_power_target_eq05,eq05_power_target_200_120_150_0p9,200,120,150,0.8,equicorrelation,0.5,0.9,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-C(0.7),0.05,500,500,0.964,0.007372,9.460567921934233,9.14634497127022,0.4264643617999973,0.008331146379700699
study_power_target_eq05,eq05_power_target_200_120_150_0p9,200,120,150,0.8,equicorrelation,0.5,0.9,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-I,0.05,500,500,0.922,0.016516,8.106839021062227,7.639587048917075,0.4265304813993862,0.01199299795714149
study_power_target_eq05,eq05_power_target_200_120_150_0p9,200,120,150,0.8,equicorrelation,0.5,0.9,equicorrelation_target_power_rho0p5,alternative,gaussian,Wang-NR,0.05,0,500,0.918,0.0189211147880856,6082.108847296372,5481.870586685951,0.004216406398802064,0.012269963325128561
